YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NUMBER OF VOTERS (MARGIN),VOTE %,Category,TOTAL NUMBER OF VOTE CASTED
1985,Maharashtra,,238,Thorat Balasaheb Alias Vijay Bhausaheb,M,Independent,Free Symbol,129034,10159,44.40%,GEN,90573
1985,Maharashtra,,239,Pichad Madhukarrao Kashinath,M,Indian National Congress,Hand,134501,10378,50.98%,ST,71133
1985,Maharashtra,,240,Vellabh Dattaray Benake,M,Indian Congress (Socialist),Bow and Arrow,120323,3428,51.27%,GEN,81602
1985,Maharashtra,,241,Bankhele Kisanrao Baburao,M,Janta Party,Other,100582,15767,58.14%,GEN,60714
1985,Maharashtra,,242,Pawar Narayan Baburao,M,Indian Congress (Socialist),Bow and Arrow,132397,20432,60.74%,GEN,80279
1985,Maharashtra,,243,Bafna Madan Harakachand,M,Indian National Congress,Hand,126269,6957,47.76%,GEN,77526
1985,Maharashtra,,244,Ashok Namdeorao Mohol,M,Indian National Congress,Hand,133354,11117,56.79%,GEN,79523
1985,Maharashtra,,245,Tapkir Ashok Kalyanrao,M,Indian National Congress,Hand,238620,12654,47.38%,GEN,128135
1985,Maharashtra,,246,Moze R. G.,M,Indian Congress (Socialist),Bow and Arrow,111084,10628,51.94%,GEN,64744
1985,Maharashtra,,247,Anna Joshi,M,Bharatiya Janta Party,Other,171982,111,49.04%,GEN,99864
1985,Maharashtra,,248,Sharad Ranpise,M,Indian National Congress,Hand,171854,8319,46.56%,SC,92007
1985,Maharashtra,,249,Ulhas Nathoba Kalokhe,M,Indian National Congress,Hand,117957,4267,48.03%,GEN,74101
1985,Maharashtra,,250,Dhere Prakash Keshavrao,M,Independent,Free Symbol,127317,9846,49.24%,GEN,70566
1985,Maharashtra,,251,Tupe Vitthal Baburao,M,Janta Party,Other,146417,177,48.25%,GEN,93263
1985,Maharashtra,,252,Bapusaheb Thite,M,Indian Congress (Socialist),Bow and Arrow,112473,4114,51.82%,GEN,71389
1985,Maharashtra,,253,Ushadevi -Krishnarao Jagdale,F,Indian Congress (Socialist),Bow and Arrow,146345,7993,43.30%,GEN,77150
1985,Maharashtra,,254,Ganpatrao Sitaram Patil,M,Indian National Congress,Hand,136237,4898,50.78%,GEN,89620
1985,Maharashtra,,255,Pawar Sharad Chandra Govindrao,M,Indian Congress (Socialist),Bow and Arrow,125809,18044,58.66%,GEN,91277
1985,Maharashtra,,256,Dada Jadhavrao,M,Janta Party,Other,138397,18796,57.74%,GEN,80907
1985,Maharashtra,,257,Anantrao Thopate,M,Indian National Congress,Hand,109831,27843,67.15%,GEN,77494
1985,Maharashtra,,258,Kadam Suryajirao Shankarrao Alais Chimanrao,M,Independent,Free Symbol,125189,10771,51.96%,GEN,89993
1985,Maharashtra,,259,Sonawane Vishnu Tatoba,M,Indian Congress (Socialist),Bow and Arrow,132825,8579,54.17%,SC,75858
1985,Maharashtra,,260,Gudage Mohanrao Pandurang,M,Independent,Free Symbol,119777,7647,44.60%,GEN,88034
1985,Maharashtra,,261,Jagtap Shankarrao Chimaji,M,Indian National Congress,Hand,116363,14884,58.69%,GEN,81868
1985,Maharashtra,,262,Madanrao Ganpatrao Pisal,M,Indian National Congress,Hand,108686,843,50.03%,GEN,76103
1985,Maharashtra,,263,Dhondiram Bhikoba Kadam,M,Indian National Congress,Hand,120522,18628,54.52%,GEN,78980
1985,Maharashtra,,264,Abhaysinh Shahumaharaj Rajebhonsale,M,Indian National Congress,Hand,126459,33923,68.45%,GEN,88643
1985,Maharashtra,,265,Patankar Vikramsinh Ranjitsinh,M,Indian Congress (Socialist),Bow and Arrow,118447,11943,56.52%,GEN,86466
1985,Maharashtra,,266,Ashtekar Sham Alias Janaradhan Balkrishna,M,Indian Congress (Socialist),Bow and Arrow,130004,7156,53.44%,GEN,90070
1985,Maharashtra,,267,Patil Vilasrao Balkrishna,M,Indian National Congress,Hand,134991,11769,55.45%,GEN,97668
1985,Maharashtra,,268,Deshmukh Shivajirao Bapusaheb,M,Indian National Congress,Hand,130574,25157,63.47%,GEN,93385
1985,Maharashtra,,269,Nayakvadi Nagnath Ramchandra,M,Independent,Free Symbol,136125,7354,48.81%,GEN,98282
1985,Maharashtra,,270,Patangrao Shripati Kadam,M,Independent,Free Symbol,129370,30165,63.30%,GEN,100886
1985,Maharashtra,,271,Vasantrao Banduji Patil,M,Indian National Congress,Hand,120860,29585,69.06%,GEN,74766
1985,Maharashtra,,272,Shinde Mohanrao Alais Ramsing Ganpatrao,M,Indian National Congress,Hand,119283,14584,45.15%,GEN,81547
1985,Maharashtra,,273,Pati. Dinkarrao (Aba) Krishnaji,M,Indian National Congress,Hand,114594,36837,81.43%,GEN,58607
1985,Maharashtra,,274,Mane Sampatrao Sitaram,M,Indian National Congress,Hand,134426,8042,54.18%,GEN,89806
1985,Maharashtra,,275,Patil Vitthal Shripati,M,Indian National Congress,Hand,120400,7070,48.72%,GEN,79014
1985,Maharashtra,,276,Sanamadikar Umaji Dhanapa,M,Indian National Congress,Hand,125278,27806,82.96%,SC,42178
1985,Maharashtra,,277,Khanjire Sarojani Babasaheb,F,Indian National Congress,Hand,135891,10532,53.34%,GEN,92049
1985,Maharashtra,,278,Awade Prakash Kallappa,M,Indian National Congress,Hand,156668,19547,44.82%,GEN,115557
1985,Maharashtra,,279,Awale Jaywant Gangaram,M,Indian National Congress,Hand,128687,21643,60.05%,SC,66110
1985,Maharashtra,,280,Gaikwad Sanjaysinh Jaysingrao,M,Independent,Free Symbol,116200,4300,51.30%,GEN,87278
1985,Maharashtra,,281,Patil Yeshwantrao Eknath,M,Indian National Congress,Hand,108522,14879,55.59%,GEN,76703
1985,Maharashtra,,282,Kalikate Govindrao Tukaram,M,Peasants' And Workers Party Of India,Free Symbol,115854,724,50.30%,GEN,93979
1985,Maharashtra,,283,Desai Bajarang Anandrao,M,Indian Congress (Socialist),Bow and Arrow,128305,3976,40.66%,GEN,91010
1985,Maharashtra,,284,N. D. Patil,M,Peasants' And Workers Party Of India,Free Symbol,141623,12846,52.90%,GEN,66138
1985,Maharashtra,,285,Digvijay Bhauso Khanvilkar,M,Indian National Congress,Hand,141217,15772,54.38%,GEN,85561
1985,Maharashtra,,286,Mandlik Sadashivrao Dadoba,M,Indian Congress (Socialist),Bow and Arrow,110988,231,49.86%,GEN,92863
1985,Maharashtra,,287,Shinde Shripatrao Dinkarrao,M,Janta Party,Other,116057,17008,58.53%,GEN,89323
1985,Maharashtra,,288,Chavan Patil V. K.,M,Indian National Congress,Hand,118630,2845,35.16%,GEN,94506
1990,Maharashtra,,1,Bhonsle Pravin Prataprao,M,Indian National Congress,Hand,136617,10639,45.40%,GEN,86322
1990,Maharashtra,,2,Pushpasen Sawant,M,Janata Dal,Arrow,124961,23630,54.12%,GEN,81208
1990,Maharashtra,,3,Narayan Tatu Rane,M,Shivsena,Other,120737,7415,39.26%,GEN,80146
1990,Maharashtra,,4,Appa Gugate,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),112431,14950,53.49%,GEN,76890
1990,Maharashtra,,5,Hatankar Laxman Rangnath,M,Indian National Congress,Hand,129350,11654,48.04%,GEN,85755
1990,Maharashtra,,6,Gotad Shivajirao Ramchandra,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),153786,8094,43.81%,GEN,90889
1990,Maharashtra,,7,Mane Ravindra Murlidhar,M,Shivsena,Other,129871,10234,40.15%,GEN,80664
1990,Maharashtra,,8,Shridhar D. Natu,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),132200,11400,55.10%,GEN,87328
1990,Maharashtra,,9,Bapu Khedekar,M,Shivsena,Other,124387,643,37.51%,GEN,82922
1990,Maharashtra,,10,Kadam Ramdas Gangaram,M,Shivsena,Other,125731,14302,46.31%,GEN,84630
1990,Maharashtra,,11,Dalvi Suryakant Shivaram,M,Shivsena,Other,132008,24965,52.87%,GEN,88675
1990,Maharashtra,,12,Prabhakar More,M,Shivsena,Other,130027,3110,36.84%,GEN,87469
1990,Maharashtra,,13,Raut Ravindra Narayan,M,Indian National Congress,Hand,149774,6150,45.52%,GEN,90150
1990,Maharashtra,,14,Ashok Sabale,M,Indian National Congress,Hand,146455,11277,42.92%,GEN,90480
1990,Maharashtra,,15,Patil Mohan Mahadeo,M,Peasants And Workers Party Of India,Cart,154851,10280,51.52%,GEN,99345
1990,Maharashtra,,16,Patil Dattatrey Narayan,M,Peasants And Workers Party Of India,Cart,162875,15282,51.03%,GEN,115378
1990,Maharashtra,,17,Pateil Dattatray Narayan,M,Peasants And Workers Party Of India,Cart,187606,2686,39.06%,GEN,116992
1990,Maharashtra,,18,Satnam Devendra Vithal,M,Shivsena,Other,177999,10313,42.83%,GEN,108827
1990,Maharashtra,,19,Patrawala Marazban,M,Indian National Congress,Hand,119822,5938,40.25%,GEN,49552
1990,Maharashtra,,20,Patel Bashir Musa,M,Muslim League,Other,127319,12325,48.92%,GEN,71306
1990,Maharashtra,,21,Raj K. Purhoit,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),115358,7249,49.98%,GEN,51930
1990,Maharashtra,,22,Sharma Premkumar Shankar Datt,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),121687,6871,47.98%,GEN,56289
1990,Maharashtra,,23,Padwal Chandrakant Shankar,M,Shivsena,Other,103343,9535,52.69%,GEN,56477
1990,Maharashtra,,24,Desai B. A.,M,Indian National Congress,Hand,160667,9696,38.10%,GEN,77353
1990,Maharashtra,,25,Annasaheb Alias B. D. Zute,M,Indian National Congress,Hand,126711,10234,41.16%,GEN,61315
1990,Maharashtra,,26,Sayed Ahmed,M,Indian National Congress,Hand,125666,1559,32.54%,GEN,64620
1990,Maharashtra,,27,Chhagan Bhujbal,M,Shivsena,Other,128448,6649,50.80%,GEN,72424
1990,Maharashtra,,28,Vithal Chavan,M,Shivsena,Other,145071,22008,50.95%,GEN,88140
1990,Maharashtra,,29,Datta Rane,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),159133,8250,38.26%,GEN,82190
1990,Maharashtra,,30,Nalawade Datta Shankar,M,Shivsena,Other,128864,9406,42.59%,GEN,74475
1990,Maharashtra,,31,Kalidas N. Kolambkar,M,Shivsena,Other,144054,6978,48.49%,GEN,91589
1990,Maharashtra,,32,Manohar Gajanan Joshi,M,Shivsena,Other,137234,23250,54.99%,GEN,86587
1990,Maharashtra,,33,Chandrakanta Goyal,F,Bhartiya Janata Party,Haldhar within Wheel (Chakra),101831,3205,33.45%,GEN,96713
1990,Maharashtra,,34,Gambhir Suresh Anant,M,Shivsena,Other,147848,11935,43.70%,GEN,86002
1990,Maharashtra,,35,Eknath M. Gaikwad,M,Indian National Congress,Hand,235310,7213,41.33%,SC,112859
1990,Maharashtra,,36,Salim Zakaria,M,Indian National Congress,Hand,157654,4165,45.44%,GEN,75373
1990,Maharashtra,,37,Madhukar Sarpotdar,M,Shivsena,Other,164529,794,45.68%,GEN,93568
1990,Maharashtra,,38,Ramesh Yashsant Prabhoo,M,Shivsena,Other,189932,12888,45.79%,GEN,96972
1990,Maharashtra,,39,Ambre Shantaram Soma,M,Shivsena,Other,260579,8193,34.29%,GEN,139757
1990,Maharashtra,,40,Abhiram Singh,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),210841,6207,37.13%,GEN,110026
1990,Maharashtra,,41,Ramesh Dube,M,Indian National Congress,Hand,261697,1012,44.36%,GEN,140384
1990,Maharashtra,,42,Subhash Desai,M,Shivsena,Other,208288,595,41.39%,GEN,113603
1990,Maharashtra,,43,Gajanan Kirtikar,M,Shivsena,Other,345892,9239,44.97%,GEN,178694
1990,Maharashtra,,44,Chandrakant Gosalia,M,Indian National Congress,Hand,275220,12107,40.33%,GEN,130738
1990,Maharashtra,,45,Hemendra Mehta,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),346721,57878,56.94%,GEN,168672
1990,Maharashtra,,46,Javed I. Khan,M,Indian National Congress,Hand,310200,31268,56.09%,GEN,174204
1990,Maharashtra,,47,Advani Hashu,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),190898,668,47.76%,GEN,104134
1990,Maharashtra,,48,Mahadik Suryakant Venkatrao,M,Shivsena,Other,175315,7212,39.96%,GEN,101129
1990,Maharashtra,,49,Mayekar Ramakant Shankar,M,Shivsena,Other,300263,5251,40.51%,GEN,159928
1990,Maharashtra,,50,Prakash Mehta,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),192467,12751,49.06%,GEN,109522
1990,Maharashtra,,51,Dake Liladhar Balaji,M,Shivsena,Other,264268,12311,44.86%,GEN,157904
1990,Maharashtra,,52,Vamanrao Prab,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),255576,17872,50.90%,GEN,144276
1990,Maharashtra,,53,M. D. Joshi,M,Shivsena,Other,298386,40999,58.50%,GEN,161086
1990,Maharashtra,,54,Ganesh Ramchandra Naik,M,Shivsena,Other,461843,27561,49.00%,GEN,234578
1990,Maharashtra,,55,Kalani Suresh (Pappu) Budharmal,M,Indian National Congress,Hand,219079,54255,69.02%,GEN,128665
1990,Maharashtra,,56,Shabir Shaikh,M,Shivsena,Other,280233,41201,48.31%,GEN,147631
1990,Maharashtra,,57,Patil Jagannath Shivram,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),335103,46753,59.99%,GEN,176950
1990,Maharashtra,,58,Gotiram Padu Pawar,M,Indian National Congress,Hand,142875,10383,53.06%,GEN,94383
1990,Maharashtra,,59,Savara Vishnu Rama,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),185777,12528,49.99%,ST,96395
1990,Maharashtra,,60,Taware Parasharam Dhondu,M,Janata Dal,Arrow,305259,21695,39.25%,GEN,154965
1990,Maharashtra,,61,Thakur Hitendra Vishnu,M,Indian National Congress,Hand,245147,46468,59.90%,GEN,155186
1990,Maharashtra,,62,Avinash Baliram Sutar,M,Shivsena,Other,160698,7717,39.20%,ST,92193
1990,Maharashtra,,63,Nam Shankar Sakharam,M,Indian National Congress,Hand,163412,16044,40.80%,ST,88188
1990,Maharashtra,,64,Kom Lahanu Shidva,M,Communist Party Of India (Marxist),Ears of Corn and Sickle,158532,16348,48.19%,ST,81782
1990,Maharashtra,,65,Babora Mahadu Nago,M,Indian National Congress,Hand,128336,118,48.94%,ST,71511
1990,Maharashtra,,66,Yadavrao Anandrao Bambale,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),146140,3024,32.25%,ST,70252
1990,Maharashtra,,67,Kathe Ganpatrao Pundlik,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),248682,5624,48.27%,GEN,133480
1990,Maharashtra,,68,Gholap Baban Shankar,M,Shivsena,Other,197710,32247,56.83%,SC,93968
1990,Maharashtra,,69,Dighole Tukaram Sakharam,M,Indian National Congress,Hand,143355,20294,50.58%,GEN,92587
1990,Maharashtra,,70,Mogal Malojirao Sadashiv,M,Indian National Congress,Hand,162042,16359,42.57%,GEN,106765
1990,Maharashtra,,71,Marutirao Narayan Pawar,M,Indian National Congress,Hand,157561,12654,39.42%,GEN,93165
1990,Maharashtra,,72,Dhatrak Jagannath Murlidhar,M,Indian National Congress,Hand,165505,4046,20.08%,GEN,101621
1990,Maharashtra,,73,Nihal Ah. Maualavi Md. Usman,M,Janata Dal,Arrow,189984,32276,50.96%,GEN,133318
1990,Maharashtra,,74,Pushpatai Vyankatrao Hirey,F,Indian National Congress,Hand,145006,10883,48.95%,GEN,88790
1990,Maharashtra,,75,Kasaliwal Jaychand Deepchand,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),137362,10250,46.26%,GEN,85426
1990,Maharashtra,,76,Gaikwad Bhagawantrao Dharmaji,M,Indian National Congress,Hand,150695,19535,50.95%,ST,82118
1990,Maharashtra,,77,Gavit Jeeva Pandu,M,Communist Party Of India (Marxist),Ears of Corn and Sickle,135219,16599,52.86%,ST,75206
1990,Maharashtra,,78,Pawer Arjun Tulshiram,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),142141,19428,59.15%,ST,83706
1990,Maharashtra,,79,Ahire Lahanu Bala,M,Indian National Congress,Hand,143916,8031,43.73%,ST,75719
1990,Maharashtra,,80,Chaudhari Govindbhau Shivram,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),162995,113,35.75%,ST,82252
1990,Maharashtra,,81,Naik Surupsing Hirya,M,Indian National Congress,Hand,164348,49782,67.41%,ST,98671
1990,Maharashtra,,82,Valvi Pratap Kubaji,M,Indian National Congress,Hand,162486,6136,49.15%,ST,88178
1990,Maharashtra,,83,Padvi Dilvarsing Dongarsing,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),129183,27188,55.40%,ST,73316
1990,Maharashtra,,84,K. V. Padvia,M,Janata Dal,Arrow,125556,3916,52.06%,ST,74671
1990,Maharashtra,,85,Deshmukh Hemant Bhaskar,M,Indian National Congress,Hand,159710,5195,50.20%,GEN,114754
1990,Maharashtra,,86,Amarishbhai Rasikalal Patel,M,Indian National Congress,Hand,156547,33118,58.82%,GEN,102593
1990,Maharashtra,,87,Bhadane Dattatray Waman,M,Indian National Congress,Hand,128555,17249,51.21%,GEN,86500
1990,Maharashtra,,88,Rhoidas Chudaman Pateal (Daji),M,Indian National Congress,Hand,145991,48885,67.47%,GEN,95955
1990,Maharashtra,,89,Borse Shalini Sudhakar,F,Indian National Congress,Hand,179824,1056,33.78%,GEN,98490
1990,Maharashtra,,90,Iwhawar Ramchandra Jadhav,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),175940,9249,34.95%,SC,78149
1990,Maharashtra,,91,More Vasanrao Jiwanrao,M,Indian National Congress,Hand,173025,2681,31.67%,GEN,99507
1990,Maharashtra,,92,Patil Gulabrao Wamanrao,M,Janata Dal,Arrow,161625,12497,44.53%,GEN,99293
1990,Maharashtra,,93,Arunlal Goverdhandas Gujarathi,M,Indian National Congress,Hand,137041,36161,58.61%,GEN,93511
1990,Maharashtra,,94,Hari Atmaram Mahajan,M,Shivsena,Other,157865,4617,37.40%,GEN,98094
1990,Maharashtra,,95,Jain Sureshkumar Bhikamchand,M,Indian Congress (Socialist-Sarat Chandra Sinha),Bow and Arrow,203424,24770,50.41%,GEN,122122
1990,Maharashtra,,96,Patil Krishanarao Maharu,M,Indian National Congress,Hand,165306,23,35.21%,GEN,98169
1990,Maharashtra,,97,Mahajan Dattatray Ughadu,M,Indian National Congress,Hand,146910,3575,34.21%,GEN,92175
1990,Maharashtra,,98,Phalak Nilkanth Chintaman,M,Indian National Congress,Hand,194842,6947,36.53%,GEN,95374
1990,Maharashtra,,99,Ramesh Vitthal,M,Indian National Congress,Hand,138045,7061,48.75%,GEN,91622
1990,Maharashtra,,100,Madhukarrao Dhanaji,M,Indian National Congress,Hand,147977,5279,39.79%,GEN,105845
1990,Maharashtra,,101,Eknath Ganpat Khadase,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),151903,2662,34.86%,GEN,100552
1990,Maharashtra,,102,Tangade Dayaram Sugdeo,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),141866,3000,34.98%,GEN,95988
1990,Maharashtra,,103,Gode Rajendra Vyankatrao,M,Shivsena,Other,164325,766,39.33%,GEN,109942
1990,Maharashtra,,104,Bondre Bharat Rajabhau,M,Indian National Congress,Hand,160734,15999,52.72%,GEN,115318
1990,Maharashtra,,105,Kayande Totaram Tukaram,M,Independents,Free Symbol,155387,4460,27.45%,GEN,109094
1990,Maharashtra,,106,Subodh Keshao Saoji,M,Indian National Congress,Hand,151345,9610,49.10%,GEN,110424
1990,Maharashtra,,107,Kokare Nana Nimbaji,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),170354,3156,26.82%,GEN,116157
1990,Maharashtra,,108,Ingle Krushnarao Ganpatrao,M,Shivsena,Other,144285,5758,37.35%,GEN,106416
1990,Maharashtra,,109,Jagannath Sitaramji Dhone,M,Shivsena,Other,141642,9510,35.70%,GEN,99264
1990,Maharashtra,,110,Dalu Gajanan Deorao,M,Shivsena,Other,173034,17055,37.87%,GEN,116580
1990,Maharashtra,,111,Arun Vishnuji Divekar,M,Indian National Congress,Hand,173196,5123,37.58%,GEN,96186
1990,Maharashtra,,112,Kisanrao Babanrao Raut,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),146661,6313,40.88%,GEN,95858
1990,Maharashtra,,113,Zanak Subhashrao Ramraoji,M,Indian National Congress,Hand,130285,8663,34.94%,GEN,86602
1990,Maharashtra,,114,Malikh Lakhan Sahdeo,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),141183,3907,35.65%,SC,77601
1990,Maharashtra,,115,Thakare Subhashrao Pandhari,M,Independents,Free Symbol,144972,3316,29.83%,GEN,94539
1990,Maharashtra,,116,Pawar Makhram Banduji,M,Independents,Free Symbol,142784,5036,34.63%,GEN,89718
1990,Maharashtra,,117,Gawande Gulabrao Ramrao,M,Shivsena,Other,133071,10290,40.87%,GEN,86366
1990,Maharashtra,,118,Prakash Gunwant Bharsakle,M,Shivsena,Other,140314,8686,27.20%,GEN,94416
1990,Maharashtra,,119,Kale Tuilshiram Rupna,M,Indian National Congress,Hand,158497,11912,41.66%,ST,67439
1990,Maharashtra,,120,Korde Vinayahrao Marotrao,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),159593,18811,38.78%,GEN,96144
1990,Maharashtra,,121,Harshawardhan Pratapsinha Deshmukh,M,Independents,Free Symbol,137403,11505,40.77%,GEN,93233
1990,Maharashtra,,122,Mangale Nattu Dewaji,M,Communist Party Of India,Ears of Corn and Sickle,131719,1305,29.70%,GEN,82343
1990,Maharashtra,,123,Anil Warhade,M,Indian National Congress,Hand,134172,1610,25.48%,GEN,82349
1990,Maharashtra,,124,Jagdish Gupta,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),191641,4186,32.35%,GEN,109173
1990,Maharashtra,,125,Wadnere Pradeep Babanrao,M,Shivsena,Other,154064,12295,29.77%,GEN,88081
1990,Maharashtra,,126,Adsad Arunbhau Janardan,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),132293,12204,41.10%,GEN,88078
1990,Maharashtra,,127,Kale Sharad,M,Indian National Congress,Hand,161496,8606,36.02%,GEN,102848
1990,Maharashtra,,128,Saroj Ravi Kashikar,F,Janata Dal,Arrow,152897,893,38.65%,GEN,97403
1990,Maharashtra,,129,Manik Mahadeo Sabane,M,Independents,Free Symbol,175162,3478,40.24%,GEN,103385
1990,Maharashtra,,130,Bonde Vasnat Laxmanrao,M,Janata Dal,Arrow,176841,3863,34.33%,GEN,118633
1990,Maharashtra,,131,Parate Sharwan Govindrao,M,Indian National Congress,Hand,155082,6409,29.37%,GEN,100632
1990,Maharashtra,,132,Bhoyar Yadorao Krushnarao,M,Indian National Congress,Hand,170137,599,33.14%,GEN,104746
1990,Maharashtra,,133,Shende Upendra Mangaldas,M,Republican Party Of India (Khobragade),Elephant,203556,12245,37.30%,SC,90094
1990,Maharashtra,,134,Satish Jhaulal Chaturvedi,M,Indian National Congress,Hand,265998,38871,60.34%,GEN,133142
1990,Maharashtra,,135,Dhawad Ashok Shankar,M,Indian National Congress,Hand,175329,6295,37.20%,GEN,95915
1990,Maharashtra,,136,Bajirao Yashwant Narayan,M,Janata Dal,Arrow,134997,6,31.54%,GEN,70771
1990,Maharashtra,,137,Vinod Gudadhe Patil,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),280692,8643,39.28%,GEN,140244
1990,Maharashtra,,138,Kedar Chhatrapal Anandrao,M,Indian National Congress,Hand,158481,10419,37.21%,GEN,104173
1990,Maharashtra,,139,Shinde Sunil Shamraoji,M,Indian National Congress,Hand,133320,12270,41.87%,GEN,89804
1990,Maharashtra,,140,Ranjeet Arvindbabu Deshmukh,M,Indian National Congress,Hand,154605,4537,35.90%,GEN,101412
1990,Maharashtra,,141,Pandurang Jairamji Hajare,M,Janata Dal,Arrow,171537,8957,39.83%,GEN,109177
1990,Maharashtra,,142,Subhashchandra Narayanraoji Karemore,M,Independents,Free Symbol,136109,9553,31.13%,GEN,93963
1990,Maharashtra,,143,Aswale Ram Gopal,M,Bhartiya Janata Party,Haldhar within Wheel (Chakra),141966,3663,31.35%,GEN,93643
